pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
HD 103197,b,HD 103197 b,Radial Velocity,0,1,47.84,0.25,0,,0.09,Msini,,,0,0,0,0,11h52m52.98s,178.220749,-50d17m34.2s,-50.292824,57.24,57.24,9.391,V (Johnson),9.164,5250,0.8,0.88,9/6/18,La Silla Observatory
HD 103720,b,HD 103720 b,Radial Velocity,0,1,4.5557,0.0498,0.086,,0.62,Msini,,,0,0,0,0,11h56m41.18s,179.1716,-02d46m44.2s,-2.778953,41.6,45.6,9.49,V (Johnson),9.224,5017,0.79,0.73,1/8/15,La Silla Observatory
HD 103774,b,HD 103774 b,Radial Velocity,0,1,5.8881,0.07,0.09,,0.367,Msini,,,0,0,0,0,11h56m55.59s,179.231628,-12d06m28.5s,-12.107909,56.5,56.5,7.121,V (Johnson),7.009,6489,1.33,,5/14/14,La Silla Observatory
HD 103949,b,HD 103949 b,Radial Velocity,0,1,120.878,0.439,0.19,,0.03524,Msini,,,0,0,0,0,11h58m11.70s,179.548767,-23d55m26.0s,-23.923887,26.52,26.52,8.69,V (Johnson),,4792,0.77,,5/23/19,Las Campanas Observatory
HD 104067,b,HD 104067 b,Radial Velocity,0,1,55.806,0.26,0,,0.16,Msini,,,0,0,0,0,11h59m10.01s,179.791702,-20d21m13.6s,-20.353781,20.38,20.38,7.93,V (Johnson),7.62,4937,0.62,0.74,9/6/18,La Silla Observatory
HD 10442,b,HD 10442 b,Radial Velocity,0,1,1032.3,2.01,0.132,,1.487,Msini,,,0,0,0,0,01h41m53.15s,25.471457,+02d42m15.8s,2.704376,135.89,135.89,7.84,V (Johnson),7.577,4912,1.01,1.97,12/6/18,W. M. Keck Observatory
HD 104985,b,HD 104985 b,Radial Velocity,0,1,199.505,0.95,0.09,,8.3,Msini,,,0,0,0,0,12h05m15.12s,181.312988,+76d54m20.6s,76.905731,100.86,100.86,5.8,V (Johnson),5.474,4877,2.3,11,5/14/14,Okayama Astrophysical Observatory
HD 106252,b,HD 106252 b,Radial Velocity,0,1,1531,2.61,0.48,,6.93,Msini,,,0,0,0,0,12h13m29.51s,183.372955,+10d02m29.9s,10.041638,38.23,38.23,7.408,V (Johnson),7.263,5874,1.01,1.1,9/6/18,Lick Observatory
HD 106270,b,HD 106270 b,Radial Velocity,0,1,1888,3.34,0.185,,10.13,Msini,,,0,0,0,0,12h13m37.28s,183.40535,-09d30m48.2s,-9.513381,94.06,94.06,7.58,V (Johnson),7.395,5509,1.39,2.66,12/6/18,W. M. Keck Observatory
HD 106315,b,HD 106315 b,Transit,0,2,9.55237,0.0907,0.093,87.54,0.03964,Mass,0.218,4.7,0,0,1,1,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109,109.69,8.951,V (Johnson),8.888,6327,1.09,1.3,7/25/19,K2
HD 106315,c,HD 106315 c,Transit,0,2,21.05704,0.1536,0.22,88.61,0.04782,Mass,0.388,1.01,0,0,1,0,12h13m53.39s,183.472473,-00d23m36.5s,-0.393484,109,109.69,8.951,V (Johnson),8.888,6327,1.09,1.3,7/25/19,K2
HD 10647,b,HD 10647 b,Radial Velocity,0,1,989.2,2.015,0.15,,0.94,Msini,,,0,0,0,0,01h42m29.32s,25.622149,-53d44m27.0s,-53.740833,17.34,17.34,5.52,V (Johnson),5.355,6218,1.11,1.1,5/14/14,W. M. Keck Observatory
HD 106515 A,b,HD 106515 A b,Radial Velocity,0,1,3630,4.59,0.572,,9.61,Msini,,,0,0,0,0,12h15m06.57s,183.777359,-07d15m26.4s,-7.257327,34.12,34.12,7.972,V (Johnson),7.778,5362,0.97,1.62,5/14/14,La Silla Observatory
HD 106906,b,HD 106906 b,Imaging,0,1,,650,,,11,Mass,,,0,0,0,1,12h17m53.19s,184.471634,-55d58m31.9s,-55.975525,103.33,103.33,7.797,V (Johnson),7.686,6516,1.5,,5/14/14,Las Campanas Observatory
HD 10697,b,HD 10697 b,Radial Velocity,0,1,1075.69,2.14,0.1043,,6.383,Msini,,,0,0,0,0,01h44m55.82s,26.232603,+20d04m59.3s,20.083149,33.15,33.15,6.27,V (Johnson),6.096,5600,1.13,1.79,12/6/18,W. M. Keck Observatory
HD 107148,b,HD 107148 b,Radial Velocity,0,1,48.056,0.269,0.05,,0.21,Msini,,,0,0,0,0,12h19m13.49s,184.806213,-03d19m11.2s,-3.319789,49.49,49.49,8.015,V (Johnson),7.851,5797,1.12,,5/14/14,W. M. Keck Observatory
HD 108147,b,HD 108147 b,Radial Velocity,0,1,10.8985,0.102,0.53,,0.261,Msini,,,0,0,0,0,12h25m46.27s,186.44278,-64d01m19.5s,-64.022087,38.96,38.96,6.995,V (Johnson),6.853,6265,1.27,,5/14/14,La Silla Observatory
HD 108236,b,HD 108236 b,Transit,0,5,3.795963,0.04527,0.045,87.59,,,0.144,,0,0,0,1,12h26m17.89s,186.574539,-51d21m46.2s,-51.362835,64.6,64.72,9.238,V (Johnson),9.087,5660,0.87,0.88,1/28/21,Transiting Exoplanet Survey Satellite (TESS)
HD 108236,c,HD 108236 c,Transit,0,5,6.203449,0.062,0.034,88.3,,,0.185,,0,0,0,1,12h26m17.89s,186.574539,-51d21m46.2s,-51.362835,64.6,64.72,9.238,V (Johnson),9.087,5660,0.87,0.88,1/28/21,Transiting Exoplanet Survey Satellite (TESS)
HD 108236,d,HD 108236 d,Transit,0,5,14.175685,0.1074,0.055,89.06,,,0.227,,0,0,0,1,12h26m17.89s,186.574539,-51d21m46.2s,-51.362835,64.6,64.72,9.238,V (Johnson),9.087,5660,0.87,0.88,1/28/21,Transiting Exoplanet Survey Satellite (TESS)
HD 108236,e,HD 108236 e,Transit,0,5,19.590025,0.1367,0.058,89.245,,,0.275,,0,0,0,1,12h26m17.89s,186.574539,-51d21m46.2s,-51.362835,64.6,64.72,9.238,V (Johnson),9.087,5660,0.87,0.88,1/28/21,Transiting Exoplanet Survey Satellite (TESS)
HD 108236,f,HD 108236 f,Transit,0,5,29.54115,0.1758,0.051,88.963,,,0.18,,0,0,0,0,12h26m17.89s,186.574539,-51d21m46.2s,-51.362835,64.6,64.72,9.238,V (Johnson),9.087,5660,0.87,0.88,1/28/21,CHaracterising ExOPlanets Satellite (CHEOPS)
HD 108341,b,HD 108341 b,Radial Velocity,0,1,1129,2,0.85,,3.5,Msini,,,0,0,0,0,12h27m31.39s,186.880798,-71d25m22.7s,-71.422974,49.4,48.98,9.36,V (Johnson),9.143,5122,0.84,0.79,1/8/15,La Silla Observatory
HD 108863,b,HD 108863 b,Radial Velocity,0,1,437.7,1.32,0.032,,2.414,Msini,,,0,0,0,0,12h30m19.91s,187.582962,+21d56m53.7s,21.948244,165.52,165.52,7.71,V (Johnson),7.454,4878,1.59,5.74,12/6/18,W. M. Keck Observatory
HD 108874,b,HD 108874 b,Radial Velocity,0,2,394.48123,1.04,0.13,,1.42,Msini,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,59.62,59.62,8.738,V (Johnson),8.575,5600,1.1,1.05,9/6/18,W. M. Keck Observatory
HD 108874,c,HD 108874 c,Radial Velocity,0,2,1624,2.659,0.239,,0.99,Msini,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,59.62,59.62,8.738,V (Johnson),8.575,5600,1.1,1.05,5/14/14,W. M. Keck Observatory
HD 109246,b,HD 109246 b,Radial Velocity,0,1,68.27,0.33,0.12,,0.86,Msini,,,0,0,0,0,12h32m07.19s,188.029953,+74d29m22.4s,74.489548,67.97,67.97,8.77,V (Johnson),8.587,5844,1.2,1.07,9/6/18,Haute-Provence Observatory
HD 109271,b,HD 109271 b,Radial Velocity,0,2,7.8543,0.079,0.25,,0.054,Msini,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,55.96,55.96,8.055,V (Johnson),7.878,5783,1.05,,5/14/14,La Silla Observatory
HD 109271,c,HD 109271 c,Radial Velocity,0,2,30.93,0.196,0.15,,0.076,Msini,,,0,0,0,0,12h33m35.56s,188.398148,-11d37m18.7s,-11.621868,55.96,55.96,8.055,V (Johnson),7.878,5783,1.05,,5/14/14,La Silla Observatory
HD 109749,b,HD 109749 b,Radial Velocity,0,1,5.239891,0.0615,0,,0.27,Msini,,,0,0,0,0,12h37m16.38s,189.318237,-40d48m43.6s,-40.812115,63.2,63.2,8.08,V (Johnson),8.025,5824,1.13,1.22,9/27/18,W. M. Keck Observatory
HD 110014,b,HD 110014 b,Radial Velocity,0,1,835.477,2.14,0.462,,11.09,Msini,,,0,0,0,0,12h39m14.77s,189.811523,-07d59m44.0s,-7.995564,100.98,100.98,4.66,V (Johnson),4.237,4445,2.17,20.9,5/14/14,La Silla Observatory
HD 111232,b,HD 111232 b,Radial Velocity,0,1,1143,1.97,0.2,,7.14,Msini,,,0,0,0,0,12h48m51.75s,192.215637,-68d25m30.5s,-68.425148,28.98,28.98,7.59,V (Johnson),7.405,5512,0.84,0.9,9/6/18,La Silla Observatory
HD 111591,b,HD 111591 b,Radial Velocity,0,1,1056.4,2.5,0.26,,4.4,Msini,,,0,0,0,0,12h50m17.30s,192.572067,+22d51m48.3s,22.863407,114.54,114.54,6.427,V (Johnson),6.146,4884,1.94,8.03,11/30/17,Multiple Observatories
HD 111998,b,HD 111998 b,Radial Velocity,0,1,825.9,1.82,0.03,,4.51,Msini,,,0,0,0,0,12h53m11.16s,193.296494,-03d33m11.2s,-3.553098,33.26,33.26,6.11,V (Johnson),5.987,6557,1.18,1.45,9/8/16,La Silla Observatory
HD 113337,b,HD 113337 b,Radial Velocity,0,1,324,0.92,0.46,,2.83,Msini,,,0,0,0,0,13h01m46.93s,195.445526,+63d36m36.8s,63.610226,36.22,36.22,6.008,V (Johnson),5.901,6576.6,1.4,1.5,5/14/14,Haute-Provence Observatory
HD 113538,b,HD 113538 b,Radial Velocity,0,2,663.2,1.24,0.14,,0.36,Msini,,,0,0,0,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,16.29,9.057,V (Johnson),8.443,4462,0.58,0.53,1/8/15,La Silla Observatory
HD 113538,c,HD 113538 c,Radial Velocity,0,2,1818,2.44,0.2,,0.93,Msini,,,0,0,0,0,13h04m57.48s,196.239487,-52d26m34.5s,-52.442924,15.9,16.29,9.057,V (Johnson),8.443,4462,0.58,0.53,1/8/15,La Silla Observatory
HD 113996,b,HD 113996 b,Radial Velocity,0,1,610.2,1.6,0.28,,6.3,Msini,,,0,0,0,0,13h07m10.73s,196.794708,+27d37m29.1s,27.624741,116.34,116.34,4.82,V (Johnson),4.145,4181,1.49,25.11,11/30/17,Bohyunsan Optical Astronomical Observatory
HD 114386,b,HD 114386 b,Radial Velocity,0,1,937.70001,1.73,0.23,,1.14,Msini,,,0,0,0,0,13h10m39.82s,197.665924,-35d03m17.2s,-35.054783,27.95,27.95,8.73,V (Johnson),8.418,4836,0.6,0.76,9/6/18,La Silla Observatory
HD 114613,b,HD 114613 b,Radial Velocity,0,1,4000,5.34,0.458,,0.357,Msini,,,0,0,0,0,13h12m03.19s,198.013275,-37d48m10.9s,-37.80302,20.29,20.29,4.85,V (Johnson),4.604,5641,1.27,2.14,12/6/18,Anglo-Australian Telescope
HD 114729,b,HD 114729 b,Radial Velocity,0,1,1121.79,2.067,0.079,,0.825,Msini,,,0,0,0,0,13h12m44.26s,198.184402,-31d52m24.1s,-31.873348,37.85,37.85,6.687,V (Johnson),6.514,5844,0.94,1.47,6/27/19,W. M. Keck Observatory
HD 114762,b,HD 114762 b,Radial Velocity,0,1,83.9151,0.36,0.34,,10.69,Msini,,,0,0,0,0,13h12m19.74s,198.08226,+17d31m01.6s,17.517122,40.23,40.23,7.301,V (Johnson),7.14,5869,0.8,1.2,9/6/18,Oak Ridge Observatory
HD 114783,b,HD 114783 b,Radial Velocity,0,2,493.7,1.16,0.144,,1.1,Msini,,,0,0,0,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,21.08,7.55,V (Johnson),7.318,5135,0.85,,5/14/14,W. M. Keck Observatory
HD 114783,c,HD 114783 c,Radial Velocity,0,2,4319,,0,,0.611,Msini,,,0,0,0,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,21.08,7.55,V (Johnson),7.318,5135,0.85,,11/29/18,W. M. Keck Observatory
HD 11506,b,HD 11506 b,Radial Velocity,0,2,1622.1,2.9,0.3743,,4.83,Msini,,,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.34,51.34,7.51,V (Johnson),7.374,6030,1.24,1.34,9/27/18,W. M. Keck Observatory
HD 11506,c,HD 11506 c,Radial Velocity,0,2,223.41,0.774,0.193,,0.408,Msini,,,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.34,51.34,7.51,V (Johnson),7.374,6030,1.24,1.34,9/27/18,W. M. Keck Observatory
HD 116029,b,HD 116029 b,Radial Velocity,0,2,670,1.65,0,,1.4,Msini,,,0,0,0,0,13h20m39.54s,200.164764,+24d38m55.3s,24.648699,123.68,123.68,8.04,V (Johnson),7.609,4819,0.83,4.89,9/6/18,W. M. Keck Observatory
HD 116029,c,HD 116029 c,Radial Velocity,0,2,907,,0.038,,1.27,Msini,,,0,0,0,0,13h20m39.54s,200.164764,+24d38m55.3s,24.648699,123.68,123.68,8.04,V (Johnson),7.609,4819,0.83,4.89,11/29/18,W. M. Keck Observatory
HD 117207,b,HD 117207 b,Radial Velocity,0,1,2621.75,3.787,0.157,,1.926,Msini,,,0,0,0,0,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,32.38,32.38,7.24,V (Johnson),7.077,5732,1.05,1.07,6/27/19,W. M. Keck Observatory
HD 11755,b,HD 11755 b,Radial Velocity,0,1,433.70001,1.09,0.19,,5.63,Msini,,,0,0,0,0,01h58m50.09s,29.708696,+73d09m08.6s,73.152382,236.64,236.64,6.87,V (Johnson),6.46,4312,0.72,20.58,9/6/18,Bohyunsan Optical Astronomical Observatory
HD 117618,b,HD 117618 b,Radial Velocity,0,1,25.8,0.18,0.15,,0.174,Msini,,,0,0,0,1,13h32m25.55s,203.106476,-47d16m16.9s,-47.271362,37.82,37.82,7.169,V (Johnson),7.022,5990,1.08,,3/14/19,Anglo-Australian Telescope
HD 118203,b,HD 118203 b,Radial Velocity,0,1,6.1335,0.07,0.31,,2.79,Msini,,,0,0,0,0,13h34m02.54s,203.510574,+53d43m42.7s,53.728531,92.51,92.51,8.05,V (Johnson),7.893,5864,1.84,2.06,9/6/18,Haute-Provence Observatory
HD 11964,b,HD 11964 b,Radial Velocity,0,2,1945,3.16,0.041,,0.622,Msini,,,0,0,0,1,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.57,33.57,6.42,V (Johnson),6.204,5349,1.12,,1/31/19,W. M. Keck Observatory
HD 11964,c,HD 11964 c,Radial Velocity,0,2,37.91,0.229,0.3,,0.0788,Msini,,,0,0,0,1,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.57,33.57,6.42,V (Johnson),6.204,5349,1.12,,1/31/19,W. M. Keck Observatory
HD 11977,b,HD 11977 b,Radial Velocity,0,1,711,1.93,0.4,,6.54,Msini,,,0,0,0,0,01h54m56.13s,28.733881,-67d38m50.3s,-67.647301,68.05,68.05,4.69,V (Johnson),4.371,4970,1.91,10.09,1/31/19,La Silla Observatory
HD 120084,b,HD 120084 b,Radial Velocity,0,1,2082,4.3,0.66,,4.5,Msini,,,0,0,0,0,13h42m39.20s,205.663345,+78d03m52.0s,78.064438,103.35,103.35,5.899,V (Johnson),5.635,4892,2.39,9.12,5/14/14,Okayama Astrophysical Observatory
HD 121504,b,HD 121504 b,Radial Velocity,0,1,63.33,0.33,0.03,,1.51,Msini,,,0,0,0,0,13h57m17.24s,209.321823,-56d02m24.2s,-56.040043,41.71,41.71,7.517,V (Johnson),7.39,6027,1.62,1.07,9/6/18,La Silla Observatory
HD 12484,b,HD 12484 b,Radial Velocity,0,1,58.83,0.297,0.07,,2.98,Msini,,,0,0,0,0,02h02m26.73s,30.611374,+02d48m57.1s,2.815859,51.1,48.4,8.17,V (Johnson),8.045,5920,1.01,,2/25/16,Haute-Provence Observatory
HD 125390,b,HD 125390 b,Radial Velocity,0,1,1756.2,3.16,0.591,,22.16,Msini,,,0,0,0,0,14h18m09.32s,214.538834,+38d58m01.1s,38.966976,154.33,154.33,8.206,V (Johnson),7.941,4850,1.36,6.47,11/7/19,W. M. Keck Observatory
HD 125595,b,HD 125595 b,Radial Velocity,0,1,9.6737,0.08,0,,0.02,Msini,,,0,0,0,0,14h21m23.18s,215.346603,-40d23m38.2s,-40.393948,28.22,28.22,9.03,V (Johnson),8.655,4691,0.29,0.74,9/6/18,La Silla Observatory
HD 125612,b,HD 125612 b,Radial Velocity,0,3,557.04,1.372,0.4553,,3.1,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,W. M. Keck Observatory
HD 125612,c,HD 125612 c,Radial Velocity,0,3,4.15514,0.0524,0.049,,0.055,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,La Silla Observatory
HD 125612,d,HD 125612 d,Radial Velocity,0,3,2835,4.06,0.1172,,7.28,Msini,,,0,0,0,0,14h20m53.51s,215.222977,-17d28m53.5s,-17.481522,57.72,57.72,8.31,V (Johnson),8.156,5841,1.11,1.05,9/27/18,La Silla Observatory
HD 12648,b,HD 12648 b,Radial Velocity,0,1,133.60001,0.54,0.04,,1.96,Msini,,,0,0,0,0,02h18m59.68s,34.748653,+85d44m10.1s,85.736153,183.15,183.15,6.98,V (Johnson),6.718,4835,0.67,11.02,9/6/18,Bohyunsan Optical Astronomical Observatory
HD 126525,b,HD 126525 b,Radial Velocity,0,1,960.41,1.837,0.035,,0.237,Msini,,,0,0,0,0,14h27m32.97s,216.887375,-51d55m59.1s,-51.933086,37.69,37.69,7.847,V (Johnson),7.67,5638,0.9,0.98,6/27/19,La Silla Observatory
HD 12661,b,HD 12661 b,Radial Velocity,0,2,262.70862,0.84,0.38,,2.43,Msini,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247,5645,1.2,1.2,9/6/18,Multiple Observatories
HD 12661,c,HD 12661 c,Radial Velocity,0,2,1708,2.8145,0.031,,1.812,Msini,,,0,0,0,0,02h04m34.29s,31.142866,+25d24m51.5s,25.414305,37.89,37.89,7.425,V (Johnson),7.247,5645,1.2,1.2,11/19/14,Multiple Observatories
HD 126614,b,HD 126614 b,Radial Velocity,0,1,1244,2.37,0.41,,0.41,Msini,,,0,0,0,0,14h26m48.28s,216.701172,-05d10m40.0s,-5.17778,73.25,73.25,8.788,V (Johnson),8.619,5568,1.26,1.32,9/6/18,W. M. Keck Observatory
HD 128311,b,HD 128311 b,Radial Velocity,0,2,453.019,1.084,0.303,30,1.769,Msini,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167,,0.83,0.76,6/25/15,W. M. Keck Observatory
HD 128311,c,HD 128311 c,Radial Velocity,0,2,921.538,1.74,0.159,55.95,3.789,Mass,,,0,0,0,1,14h36m00.56s,219.002335,+09d44m47.5s,9.746518,16.52,16.34,7.51,V (Johnson),7.167,,0.83,0.76,6/25/15,W. M. Keck Observatory
HD 128356,b,HD 128356 b,Radial Velocity,0,1,298.2,0.87,0.57,,0.89,Msini,,,0,0,0,0,14h37m04.89s,219.270355,-25d48m09.2s,-25.802563,26.03,,8.29,V (Johnson),,4875,0.65,0.85,11/10/16,Multiple Observatories
HD 129445,b,HD 129445 b,Radial Velocity,0,1,1840,2.9,0.7,,1.6,Msini,,,0,0,0,0,14h46m03.07s,221.512772,-68d45m45.9s,-68.762749,67.57,67.57,8.8,V (Johnson),8.618,,0.99,,1/31/19,Las Campanas Observatory
HD 130322,b,HD 130322 b,Radial Velocity,0,1,10.70871,0.0925,0.029,,1.15,Msini,,,0,0,0,0,14h47m32.73s,221.886368,-00d16m53.3s,-0.281476,31.91,31.91,8.031,V (Johnson),7.834,5387,0.92,0.85,2/19/15,La Silla Observatory
HD 131496,b,HD 131496 b,Radial Velocity,0,1,896,2.01,0.181,,1.8,Msini,,,0,0,0,0,14h53m23.03s,223.345947,+18d14m07.4s,18.235401,132.34,132.34,7.8,V (Johnson),7.521,4846,1.34,4.44,12/6/18,W. M. Keck Observatory
HD 131664,b,HD 131664 b,Radial Velocity,0,1,1951,3.17,0.64,,19.12,Msini,,,0,0,0,0,15h00m06.08s,225.025314,-73d32m07.2s,-73.535339,52.89,52.89,8.128,V (Johnson),7.966,5892,1.19,1.08,9/6/18,La Silla Observatory
HD 13167,b,HD 13167 b,Radial Velocity,0,1,2613,4.1,0.563,,3.31,Msini,,,0,0,0,0,02h08m13.78s,32.057426,-24d41m43.5s,-24.69541,149.57,149.57,8.34,V (Johnson),8.16,5671,1.35,2.39,12/6/18,W. M. Keck Observatory
HD 13189,b,HD 13189 b,Radial Velocity,0,1,471.60001,1.25,0.27,,10.95,Msini,,,0,0,0,0,02h09m40.17s,32.417381,+32d18m59.2s,32.316437,504.71,504.71,7.556,V (Johnson),7.017,4175,2.24,38.41,9/6/18,Thueringer Landessternwarte Tautenburg
HD 132406,b,HD 132406 b,Radial Velocity,0,1,974,1.98,0.34,,5.38,Msini,,,0,0,0,0,14h56m54.65s,224.227707,+53d22m55.8s,53.382168,70.93,70.93,8.467,V (Johnson),8.281,5783,1.03,1.34,9/6/18,Haute-Provence Observatory
HD 132563,b,HD 132563 b,Radial Velocity,0,1,1544,2.62,0.22,,1.49,Msini,,,0,0,0,0,14h58m21.52s,224.589661,+44d02m35.3s,44.043148,105.47,105.47,8.928,V (Johnson),8.858,6073,1.08,1.09,1/31/19,Roque de los Muchachos Observatory
HD 133131 A,b,HD 133131 A b,Radial Velocity,0,2,649,1.44,0.33,,1.42,Msini,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47,51.55,8.4,V (Johnson),8.275,5799,0.95,,9/8/16,Las Campanas Observatory
HD 133131 A,c,HD 133131 A c,Radial Velocity,0,2,3568,4.49,0.49,,0.42,Msini,,,0,0,0,1,15h03m35.45s,225.897705,-27d50m33.3s,-27.842573,47,51.55,8.4,V (Johnson),8.275,5799,0.95,,9/8/16,Las Campanas Observatory
HD 133131 B,b,HD 133131 B b,Radial Velocity,0,1,5769,6.15,0.61,,2.5,Msini,,,0,0,0,1,15h03m35.81s,225.8992,-27d50m27.6s,-27.840994,47,51.37,8.42,V (Johnson),8.257,5805,0.93,,9/8/16,Las Campanas Observatory
HD 134060,b,HD 134060 b,Radial Velocity,0,2,3.2696,0.0444,0.45,,0.0318,Msini,,,0,0,0,0,15h10m44.74s,227.686432,-61d25m20.4s,-61.422321,24.2,24.03,6.29,V (Johnson),6.133,5966,1.09,,2/7/19,La Silla Observatory
HD 134060,c,HD 134060 c,Radial Velocity,0,2,1291.5646,2.3928,0.11,,0.0922,Msini,,,0,0,0,0,15h10m44.74s,227.686432,-61d25m20.4s,-61.422321,24.2,24.03,6.29,V (Johnson),6.133,5966,1.09,,2/7/19,La Silla Observatory
HD 134987,b,HD 134987 b,Radial Velocity,0,2,258.17999,0.81,0.23,,1.61,Msini,,,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,26.2,26.2,6.45,V (Johnson),6.286,5736,1.1,1.22,9/6/18,W. M. Keck Observatory
HD 134987,c,HD 134987 c,Radial Velocity,0,2,5000,5.8,0.12,,0.82,Msini,,,0,0,0,0,15h13m28.67s,228.369446,-25d18m33.6s,-25.309347,26.2,26.2,6.45,V (Johnson),6.286,5736,1.1,1.22,1/31/19,Multiple Observatories
HD 136352,b,HD 136352 b,Radial Velocity,0,3,11.57779,0.0969,0.079,88.86,0.01454,Mass,0.132,7.8,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.67,14.69,5.65,V (Johnson),5.462,5850,0.91,1.01,12/17/20,La Silla Observatory
HD 136352,c,HD 136352 c,Radial Velocity,0,3,27.5909,0.1729,0.037,88.658,0.03552,Mass,0.233,3.5,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.67,14.69,5.65,V (Johnson),5.462,5850,0.91,1.01,12/17/20,La Silla Observatory
HD 136352,d,HD 136352 d,Radial Velocity,0,3,107.63,0.4285,0.075,,0.03304,Msini,,,0,0,0,0,15h21m48.15s,230.450623,-48d19m03.5s,-48.317627,14.67,14.69,5.65,V (Johnson),5.462,5850,0.91,1.01,12/17/20,La Silla Observatory
HD 136418,b,HD 136418 b,Radial Velocity,0,1,464.29999,1.29,0.25,,2.14,Msini,,,0,0,0,0,15h19m06.18s,229.775757,+41d43m59.5s,41.733208,105.49,105.49,7.879,V (Johnson),7.609,4989,1.48,3.78,9/6/18,W. M. Keck Observatory
HD 13724,b,HD 13724 b,Radial Velocity,0,1,14763.405,12.4,0.34,,26.77,Msini,,,0,0,0,0,02h12m20.68s,33.086163,-46d48m59.0s,-46.816387,43.52,43.52,7.89,V (Johnson),7.73,5868,1.14,1.07,4/11/19,La Silla Observatory
HD 137388,b,HD 137388 b,Radial Velocity,0,1,330,0.89,0.36,,0.2,Msini,,,0,0,0,0,15h35m39.93s,233.916367,-80d12m16.5s,-80.20459,40.53,40.53,8.696,V (Johnson),8.48,5181,0.68,0.88,9/6/18,La Silla Observatory
HD 13908,b,HD 13908 b,Radial Velocity,0,2,19.382,0.154,0.02,,0.865,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,79.73,7.508,V (Johnson),7.385,6255,1.29,1.67,5/14/14,Haute-Provence Observatory
HD 13908,c,HD 13908 c,Radial Velocity,0,2,931,2.03,0.12,,5.13,Msini,,,0,0,0,0,02h18m14.56s,34.560665,+65d35m39.7s,65.59436,79.73,79.73,7.508,V (Johnson),7.385,6255,1.29,1.67,5/14/14,Haute-Provence Observatory
HD 13931,b,HD 13931 b,Radial Velocity,0,1,4218,5.15,0.02,,2.2,Msini,,,0,0,0,0,02h16m47.38s,34.197414,+43d46m22.8s,43.772995,47.46,47.46,7.597,V (Johnson),7.455,5867,1.3,1.25,9/6/18,W. M. Keck Observatory
HD 139357,b,HD 139357 b,Radial Velocity,0,1,1125.7,2.36,0.1,,9.76,Msini,,,0,0,0,0,15h35m16.20s,233.81749,+53d55m19.7s,53.922142,112.45,112.45,5.964,V (Johnson),5.612,4700,1.35,11.47,1/31/19,Thueringer Landessternwarte Tautenburg
HD 1397,b,HD 1397 b,Transit,0,1,11.53533,0.1097,0.251,88.99,0.415,Mass,1.026,0.477,0,0,0,1,00h17m47.15s,4.446472,-66d21m32.1s,-66.35891,79.75,79.75,7.781,V (Johnson),7.593,5521,1.32,2.34,7/25/19,Transiting Exoplanet Survey Satellite (TESS)
HD 14067,b,HD 14067 b,Radial Velocity,0,1,1455,3.4,0.533,,7.8,Msini,,,0,0,0,0,02h17m10.44s,34.293499,+23d46m04.2s,23.767832,142.6,142.6,6.53,V (Johnson),6.233,4815,2.4,12.4,9/25/14,Okayama Astrophysical Observatory
