pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
HAT-P-6,b,HAT-P-6 b,Transit,0,1,3.85298,,0,85.51,1.32,Mass,1.48,,0,0,0,0,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,277.5,277.5,10.44,V (Johnson),10.306,6570,1.79,1.62,4/26/18,HATNet
HAT-P-65,b,HAT-P-65 b,Transit,0,1,2.6054552,0.03951,0.304,84.2,0.527,Mass,1.89,0.096,0,0,0,0,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841,754.1,13.145,V (Johnson),12.995,5835,1.21,1.86,9/15/16,HATNet
HAT-P-66,b,HAT-P-66 b,Transit,0,1,2.972086,0.04363,0.09,86.2,0.783,Mass,1.59,0.242,0,0,0,0,10h02m17.43s,150.572632,+53d57m03.1s,53.950863,927,961.93,12.993,V (Johnson),12.892,6002,1.25,1.88,9/15/16,HATNet
HAT-P-67,b,HAT-P-67 b,Transit,0,1,4.8101025,0.06505,0,88.8,0.34,Mass,2.085,0.052,0,0,0,0,17h06m26.56s,256.610687,+44d46m37.1s,44.776981,320,375.69,10.069,V (Johnson),9.975,6406,1.64,2.55,4/13/17,HATNet
HAT-P-68,b,HAT-P-68 b,Transit,0,1,2.29840551,0.02996,0.041,88.73,0.724,Mass,1.072,0.727,0,0,0,0,07h53m55.9828s,118.483262,+23d56m17.6117s,23.938225,202.93,203.34,13.937,V (Johnson),13.544,4508,0.68,0.67,12/17/20,HATNet
HAT-P-69,b,HAT-P-69 b,Transit,0,1,4.7869491,0.06555,0,87.19,3.58,Mass,1.676,1.02,0,0,0,0,08h42m01.353s,130.505638,+03d42m38.038s,3.710566,343.9,344.58,,,9.773,7394,1.65,1.93,8/15/19,HATNet
HAT-P-7,b,HAT-P-7 b,Transit,0,1,2.20474,,0,83.11,1.84,Mass,1.51,,0,1,0,1,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,344.46,344.46,10.463,Kepler-band,10.365,6389,1.56,2,4/26/18,HATNet
HAT-P-70,b,HAT-P-70 b,Transit,0,1,2.74432452,0.04739,0,96.5,6.78,Mass,1.87,1.54,0,0,0,0,04h58m12.560s,74.552333,+09d59m52.726s,9.997979,329,333.76,,,9.452,8450,1.89,1.86,8/15/19,HATNet
HAT-P-8,b,HAT-P-8 b,Transit,0,1,3.07634,,0,87.8,1.28,Mass,1.4,,0,0,0,0,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,212.84,212.84,10.3,V (Johnson),10.149,6200,1.27,1.57,4/26/18,HATNet
HAT-P-9,b,HAT-P-9 b,Transit,0,1,3.92281072,0.05287,0.084,86.44,0.749,Mass,1.393,0.342,0,0,0,0,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480,461.11,12.297,V (Johnson),12.154,6350,1.28,1.34,7/11/19,HATNet
HATS-1,b,HATS-1 b,Transit,0,1,3.446459,0.0444,0.12,85.6,1.855,Mass,1.302,1.03,0,0,0,0,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303,286.26,12.053,V (Johnson),11.936,5870,0.99,1.04,5/14/14,HATSouth
HATS-10,b,HATS-10 b,Transit,0,1,3.312846,0.04491,0.501,87.79,0.526,Mass,0.969,0.7,0,0,0,0,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496,543.13,13.113,V (Johnson),12.984,5880,1.1,1.1,5/21/15,HATSouth
HATS-11,b,HATS-11 b,Transit,0,1,3.619188,0.0507,,,,,1.609,,0,0,1,0,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,967.34,969.6,14.018,V (Johnson),13.833,6563,1.33,1.54,10/26/18,HATSouth
HATS-12,b,HATS-12 b,Transit,0,1,3.142702,0.0441,,,,,0.692,,0,0,1,0,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,512.41,374.04,12.756,V (Johnson),12.677,6357,1.16,1.17,10/26/18,HATSouth
HATS-13,b,HATS-13 b,Transit,0,1,3.0440499,0.04057,0.181,88.55,0.543,Mass,1.212,0.377,0,0,0,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476,426.82,13.887,V (Johnson),13.68,5523,0.96,0.89,8/13/15,HATSouth
HATS-14,b,HATS-14 b,Transit,0,1,2.7667641,0.03815,0.142,88.83,1.071,Mass,1.039,1.191,0,0,0,1,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513,520.51,13.79,V (Johnson),13.771,5346,0.97,0.93,8/13/15,HATSouth
HATS-15,b,HATS-15 b,Transit,0,1,1.74748753,0.02712,0.126,87.13,2.17,Mass,1.105,1.97,0,0,0,0,20h44m22.07s,311.091961,-19d26m15.0s,-19.43751,689,1171.23,14.774,V (Johnson),14.647,5311,0.87,0.92,6/23/16,HATSouth
HATS-16,b,HATS-16 b,Transit,0,1,2.686502,0.03744,0,83.53,3.27,Mass,1.3,1.86,0,0,0,0,23h54m14.09s,358.55871,-30d00m46.8s,-30.012999,774,773.93,13.834,V (Johnson),13.686,5738,0.97,1.24,6/23/16,HATSouth
HATS-17,b,HATS-17 b,Transit,0,1,16.254611,0.1308,0.029,89.08,1.338,Mass,0.777,3.5,0,0,0,0,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339,404.63,12.39,V (Johnson),12.218,5846,1.13,1.09,9/15/16,HATSouth
HATS-18,b,HATS-18 b,Transit,0,1,0.83784,0.0174,,85.29,1.9795,Mass,1.329,1.1169,0,0,0,0,11h35m49.78s,173.957397,-29d09m21.6s,-29.156012,645,635.49,14.067,V (Johnson),13.879,5600,1.04,1.02,7/11/19,Multiple Observatories
HATS-2,b,HATS-2 b,Transit,0,1,1.354133,0.023,0,87.2,1.345,Mass,1.168,1.05,0,0,0,0,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360,345.3,13.562,V (Johnson),13.342,5227,0.88,0.9,5/14/14,HATSouth
HATS-22,b,HATS-22 b,Transit,0,1,4.7228124,0.05025,0.079,87.96,2.74,Mass,0.953,3.89,0,0,0,0,11h36m02.33s,174.00972,-29d32m35.9s,-29.543312,207.9,231.04,13.455,V (Johnson),13.122,4803,0.76,0.69,3/16/17,HATSouth
HATS-23,b,HATS-23 b,Transit,0,1,2.1605156,0.03397,0.114,81.02,1.47,Mass,1.86,0.29,0,0,0,0,19h05m28.01s,286.366699,-50d04m02.5s,-50.067352,747,650.83,13.901,V (Johnson),13.752,5780,1.12,1.2,3/16/17,HATSouth
HATS-24,b,HATS-24 b,Transit,0,1,1.3484978,0.0238,0,85.97,2.26,Mass,1.395,1.03,0,0,0,1,17h55m33.76s,268.890686,-61d44m50.3s,-61.747311,510,500.86,12.83,V (Johnson),12.691,6125,1.07,1.12,7/11/19,HATSouth
HATS-25,b,HATS-25 b,Transit,0,1,4.2986432,0.05163,0.176,86.93,0.613,Mass,1.26,0.38,0,0,0,0,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466,477.44,13.097,V (Johnson),12.935,5715,0.99,1.11,6/9/16,HATSouth
HATS-26,b,HATS-26 b,Transit,0,1,3.3023881,0.04735,0.245,86.2,0.65,Mass,1.75,0.153,0,0,0,0,09h39m42.45s,144.926863,-28d35m08.1s,-28.58559,907,883.48,12.955,V (Johnson),12.843,6071,1.3,2.04,6/9/16,HATSouth
HATS-27,b,HATS-27 b,Transit,0,1,4.637038,0.0611,0.581,87.3,0.53,Mass,1.5,0.18,0,0,0,0,12h54m12.61s,193.55256,-46d35m15.8s,-46.587715,840,834.58,12.766,V (Johnson),12.679,6438,1.42,1.74,6/9/16,HATSouth
HATS-28,b,HATS-28 b,Transit,0,1,3.1810781,0.04131,0.202,86.17,0.672,Mass,1.194,0.48,0,0,0,0,18h57m35.92s,284.399685,-49d08m18.5s,-49.13847,521,543.63,13.934,V (Johnson),13.793,5498,0.93,0.92,6/9/16,HATSouth
HATS-29,b,HATS-29 b,Transit,0,1,4.6058749,0.05475,0.158,87.37,0.653,Mass,1.251,0.411,0,0,0,0,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351,357.44,12.612,V (Johnson),12.459,5670,1.03,1.07,6/9/16,HATSouth
HATS-3,b,HATS-3 b,Transit,0,1,3.547851,0.0485,0,86.2,1.071,Mass,1.381,0.51,0,0,0,0,20h49m49.79s,312.45744,-24d25m43.7s,-24.428793,453,415.94,12.44,V (Johnson),11.891,6351,1.21,1.4,5/14/14,HATSouth
HATS-30,b,HATS-30 b,Transit,0,1,3.1743516,0.04354,0.096,86.84,0.706,Mass,1.175,0.543,0,0,0,0,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339,345.53,12.192,V (Johnson),12.081,5943,1.09,1.06,6/9/16,HATSouth
HATS-31,b,HATS-31 b,Transit,0,1,3.37796,0.0478,0.233,85,0.88,Mass,1.64,0.243,0,0,0,0,12h46m48.67s,191.702789,-24d25m38.5s,-24.427364,872,791.33,13.105,V (Johnson),12.961,6050,1.27,1.87,12/1/16,HATSouth
HATS-32,b,HATS-32 b,Transit,0,1,2.8126548,0.04024,0.471,87.1,0.92,Mass,1.249,0.58,0,0,0,0,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839,761.34,14.384,V (Johnson),14.217,5700,1.1,1.1,12/1/16,HATSouth
HATS-33,b,HATS-33 b,Transit,0,1,2.5495551,0.03727,0.08,87.62,1.192,Mass,1.23,0.79,0,0,0,0,19h38m32.07s,294.633636,-55d19m48.4s,-55.330105,255,250.23,11.911,V (Johnson),11.708,5659,1.06,1.02,12/1/16,HATSouth
HATS-34,b,HATS-34 b,Transit,0,1,2.1061607,0.03166,0.108,82.28,0.941,Mass,1.43,0.4,0,0,0,0,00h03m05.88s,0.774485,-62d28m09.6s,-62.469341,532,516.43,13.849,V (Johnson),13.679,5380,0.95,0.98,12/1/16,HATSouth
HATS-35,b,HATS-35 b,Transit,0,1,1.8209993,0.03199,0.306,86.9,1.222,Mass,1.464,0.484,0,0,0,0,19h46m45.18s,296.688263,-63d33m56.2s,-63.565609,557,522.04,12.56,V (Johnson),12.46,6300,1.32,1.43,12/1/16,HATSouth
HATS-36,b,HATS-36 b,Transit,0,1,4.175186,0.0523,,,,,1.153,,0,0,1,0,19h25m54.89s,291.478699,-23d12m10.1s,-23.202793,878.65,877.4,14.386,V (Johnson),14.233,5950,1.1,1.1,10/26/18,HATSouth
HATS-37 A,b,HATS-37 A b,Transit,0,1,4.3315366,0.04913,0,89.33,0.099,Mass,0.606,0.55,0,0,0,0,13h19m12.4637s,199.801932,-22d59m12.7306s,-22.98687,211.1,213.14,12.266,V (Johnson),11.998,5326,0.84,0.88,8/13/20,HATSouth
HATS-38,b,HATS-38 b,Transit,0,1,4.375021,0.05036,0,87.21,0.074,Mass,0.614,0.403,0,0,0,0,10h17m05.0796s,154.271165,-25d16m34.5568s,-25.276266,347.7,346.88,12.411,V (Johnson),12.278,5732,0.89,1.1,8/13/20,HATSouth
HATS-39,b,HATS-39 b,Transit,0,1,4.5776348,0.06007,0.275,84.98,0.63,Mass,1.57,0.202,0,0,0,0,07h29m40.63s,112.419289,-29d56m16.4s,-29.937889,773,892.22,12.746,V (Johnson),12.58,6572,1.38,1.62,4/12/18,HATSouth
HATS-4,b,HATS-4 b,Transit,0,1,2.516729,0.0362,0.013,88.5,1.323,Mass,1.02,1.55,0,0,0,0,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420,421.53,13.459,V (Johnson),13.286,5403,1,0.93,7/2/14,HATSouth
HATS-40,b,HATS-40 b,Transit,0,1,3.2642736,0.04997,0.312,85.8,1.59,Mass,1.58,0.49,0,0,0,0,06h42m17.10s,100.571251,-29d46m36.5s,-29.776806,1431,1396.42,13.377,V (Johnson),13.22,6460,1.56,2.26,4/12/18,HATSouth
HATS-41,b,HATS-41 b,Transit,0,1,4.193649,0.0583,0.38,80.4,9.7,Mass,1.33,5.1,0,0,0,0,06h54m04.18s,103.517418,-27d03m01.4s,-27.050388,800,753.44,12.681,V (Johnson),12.52,6424,1.5,1.71,4/12/18,HATSouth
HATS-42,b,HATS-42 b,Transit,0,1,2.292102,0.03689,0.229,85.1,1.88,Mass,1.4,0.83,0,0,0,0,07h13m48.58s,108.452415,-33d26m14.4s,-33.437332,942,819.2,13.617,V (Johnson),13.48,6060,1.27,1.48,4/12/18,HATSouth
HATS-43,b,HATS-43 b,Transit,0,1,4.3888497,0.04944,0.173,89.24,0.261,Mass,1.18,0.191,0,0,0,0,05h22m09.16s,80.53817,-30d58m15.0s,-30.970833,341,366.1,13.593,V (Johnson),13.401,5099,0.84,0.81,5/24/18,HATSouth
HATS-44,b,HATS-44 b,Transit,0,1,2.7439004,0.03649,0.279,84.65,0.56,Mass,1.067,0.56,0,0,0,0,05h37m18.41s,84.326706,-27d58m21.4s,-27.97261,463,451.85,14.428,V (Johnson),14.16,5080,0.86,0.85,5/24/18,HATSouth
HATS-45,b,HATS-45 b,Transit,0,1,4.1876244,0.05511,0.24,85.61,0.7,Mass,1.286,0.41,0,0,0,0,06h47m58.63s,101.994293,-21d54m38.5s,-21.910694,818,789.58,13.307,V (Johnson),13.239,6450,1.27,1.31,5/24/18,HATSouth
HATS-46,b,HATS-46 b,Transit,0,1,4.7423729,0.05367,0.559,87.32,0.173,Mass,0.903,0.28,0,0,0,0,00h26m48.58s,6.702417,-56d18m58.0s,-56.316113,448,459.82,13.634,V (Johnson),13.527,5495,0.92,0.85,5/24/18,HATSouth
HATS-47,b,HATS-47 b,Transit,0,1,3.9228038,0.04269,0.088,87.08,0.369,Mass,1.117,0.331,0,0,0,1,19h09m56.2504s,287.484377,-49d39m53.868s,-49.664963,301.7,303.23,14.829,V (Johnson),14.4,4512,0.67,0.66,2/27/20,HATSouth
HATS-48 A,b,HATS-48 A b,Transit,0,1,3.1316666,0.03769,0.162,89.58,0.243,Mass,0.8,0.589,0,0,0,1,19h14m41.2748s,288.671978,-59d34m45.7571s,-59.579377,265.4,265.62,14.35,V (Johnson),13.895,4546,0.73,0.72,2/27/20,HATSouth
HATS-49,b,HATS-49 b,Transit,0,1,4.1480467,0.04515,0.071,88.27,0.353,Mass,0.765,0.986,0,0,0,1,00h26m27.1829s,6.613262,-56d20m39.5352s,-56.344315,324.6,327.47,14.998,V (Johnson),14.545,4405,0.71,0.7,2/27/20,HATSouth
HATS-5,b,HATS-5 b,Transit,0,1,4.763387,0.0542,0.019,89.3,0.237,Mass,0.912,0.39,0,0,0,0,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257,248.14,12.63,V (Johnson),12.429,5304,0.94,0.87,5/14/14,HATSouth
HATS-50,b,HATS-50 b,Transit,0,1,3.8297015,0.05046,0.516,87.54,0.39,Mass,1.13,0.33,0,0,0,0,20h01m42.60s,300.42749,-26d04m39.3s,-26.077583,717,773.16,14.033,V (Johnson),13.894,5990,1.17,1.12,1/5/18,HATSouth
HATS-51,b,HATS-51 b,Transit,0,1,3.3488702,0.04639,0.33,87.1,0.768,Mass,1.41,0.34,0,0,0,0,06h51m23.40s,102.847504,-29d03m31.0s,-29.058611,478,393.96,12.471,V (Johnson),12.329,5758,1.19,1.44,1/5/18,HATSouth
HATS-52,b,HATS-52 b,Transit,0,1,1.36665436,0.02498,0.246,84.7,2.24,Mass,1.382,1.06,0,0,0,0,09h20m21.05s,140.087708,-31d16m09.6s,-31.269333,631,564.14,13.669,V (Johnson),13.627,6010,1.11,1.05,1/5/18,HATSouth
HATS-53,b,HATS-53 b,Transit,0,1,3.8537768,0.04753,0.33,88.78,0.595,Mass,1.34,0.303,0,0,0,0,11h46m30.72s,176.628006,-33d51m36.2s,-33.860054,613,595.76,13.79,V (Johnson),13.656,5644,0.96,1.1,1/5/18,HATSouth
HATS-54,b,HATS-54 b,Transit,0,1,2.5441828,0.03763,0.126,83.08,0.76,Mass,1.067,0.77,0,0,0,0,13h22m32.3724s,200.634885,-44d41m19.6988s,-44.688805,769,764.35,13.913,V (Johnson),13.776,5702,1.1,1.32,8/15/19,HATSouth
HATS-55,b,HATS-55 b,Transit,0,1,4.2042001,0.05412,0.092,86.32,0.921,Mass,1.251,0.587,0,0,0,0,07h37m08.0194s,114.283414,-32d45m19.5158s,-32.755421,623.6,620.72,13.47,V (Johnson),13.35,6214,1.2,1.13,8/15/19,HATSouth
HATS-56,b,HATS-56 b,Transit,0,1,4.324799,0.06043,0.019,83.29,0.602,Mass,1.688,0.155,0,0,0,0,12h00m39.6300s,180.165125,-45d47m57.9955s,-45.799443,577.1,573.49,11.578,V (Johnson),11.488,6536,1.57,2.2,8/15/19,HATSouth
HATS-57,b,HATS-57 b,Transit,0,1,2.350621,0.03493,0.028,87.88,3.147,Mass,1.139,2.65,0,0,0,0,04h03m47.6005s,60.948335,-19d03m24.3267s,-19.056757,280,281.73,12.344,V (Johnson),12.182,5587,1.03,0.96,8/15/19,HATSouth
HATS-58 A,b,HATS-58 A b,Transit,0,1,4.2180896,0.05798,0.168,85.69,1.03,Mass,1.095,0.96,0,0,0,0,12h27m08.9729s,186.787387,-48d58m42.2278s,-48.978397,492,425.88,11.552,V (Johnson),11.768,7175,1.46,1.43,8/15/19,HATSouth
HATS-59,b,HATS-59 b,Transit,0,2,5.416081,0.06112,0.129,88.1,0.806,Mass,1.126,0.7,0,0,0,0,11h21m18.00s,170.325,-22d23m17.4s,-22.388167,654.88,654.88,13.951,V (Johnson),13.785,5670,1.04,1.04,12/6/18,HATSouth
HATS-59,c,HATS-59 c,Radial Velocity,0,2,1422,2.504,0.083,,12.7,Msini,,,0,0,0,0,11h21m18.00s,170.325,-22d23m17.4s,-22.388167,654.88,654.88,13.951,V (Johnson),13.785,5670,1.04,1.04,12/6/18,HATSouth
HATS-6,b,HATS-6 b,Transit,0,1,3.3252725,0.03623,0,88.21,0.319,Mass,0.998,0.399,0,0,0,0,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,148.4,170.14,15.16,V (Johnson),14.36,3724,0.57,0.57,5/14/15,HATSouth
HATS-60,b,HATS-60 b,Transit,0,1,3.560829,0.04708,0.191,86.28,0.662,Mass,1.153,0.537,0,0,0,0,22h45m27.3643s,341.364018,-14d59m30.3457s,-14.991763,494.3,493.27,12.641,V (Johnson),12.5,5688,1.1,1.46,1/17/19,HATSouth
HATS-61,b,HATS-61 b,Transit,0,1,7.817953,0.07908,0.092,87.15,3.4,Mass,1.195,2.47,0,0,0,0,04h06m37.8676s,61.657782,-25d20m58.9560s,-25.34971,694,693.41,13.233,V (Johnson),13.068,5542,1.08,1.66,1/17/19,HATSouth
HATS-62,b,HATS-62 b,Transit,0,1,3.2768837,0.04163,0.298,87.92,0.179,Mass,1.055,0.076,0,0,0,0,20h49m47.8333s,312.449305,-24d18m12.4965s,-24.303471,516.8,530.82,14.015,V (Johnson),13.832,5416,0.9,0.93,1/17/19,HATSouth
HATS-63,b,HATS-63 b,Transit,0,1,3.0566527,0.04026,0.136,84.86,0.96,Mass,1.207,0.67,0,0,0,0,04h29m40.4529s,67.418554,-28d11m50.2340s,-28.197287,634.8,634.68,13.892,V (Johnson),13.721,5627,0.93,1.07,1/17/19,HATSouth
HATS-64,b,HATS-64 b,Transit,0,1,4.908897,0.06562,0.151,87.24,0.96,Mass,1.679,0.245,0,0,0,0,09h37m09.0299s,144.287625,-29d48m01.5746s,-29.800437,1083,1114.58,12.924,V (Johnson),12.839,6554,1.56,2.11,1/17/19,HATSouth
HATS-65,b,HATS-65 b,Transit,0,1,3.105161,0.04497,0.062,84.82,0.821,Mass,1.501,0.3,0,0,0,0,19h31m45.5518s,292.939799,-26d44m24.7250s,-26.740201,495,499.94,12.497,V (Johnson),12.379,6277,1.26,1.31,1/17/19,HATSouth
HATS-66,b,HATS-66 b,Transit,0,1,3.1414391,0.04714,0.064,87.06,5.33,Mass,1.411,2.34,0,0,0,0,06h45m34.7574s,101.394823,-33d52m54.1300s,-33.881703,1538,1544.12,14.095,V (Johnson),14.009,6626,1.41,1.84,1/17/19,HATSouth
HATS-67,b,HATS-67 b,Transit,0,1,1.6091788,0.03032,0.057,79.03,1.45,Mass,1.685,0.374,0,0,0,0,12h00m50.1183s,180.208826,-46d08m11.1247s,-46.136424,982,987.07,13.653,V (Johnson),13.56,6594,1.44,1.44,1/17/19,HATSouth
HATS-68,b,HATS-68 b,Transit,0,1,3.5862202,0.05071,0.036,83.21,1.29,Mass,1.232,0.856,0,0,0,0,01h00m01.4134s,15.005889,-58d54m17.1247s,-58.904757,618.2,614.58,12.276,V (Johnson),12.163,6147,1.35,1.75,1/17/19,HATSouth
HATS-69,b,HATS-69 b,Transit,0,1,2.2252577,0.03211,0.519,88.49,0.577,Mass,0.945,0.46,0,0,0,0,19h17m11.3641s,289.29735,-60d53m30.0584s,-60.891683,420.3,419.53,13.945,V (Johnson),13.764,5137,0.89,0.88,1/17/19,HATSouth
HATS-7,b,HATS-7 b,Transit,0,1,3.185315,0.04012,0.17,87.92,0.12,Mass,0.563,0.83,0,0,0,0,13h55m25.68s,208.856995,-21d12m27.7s,-21.207695,257,242.38,13.34,V (Johnson),13.05,4985,0.85,0.81,5/24/18,HATSouth
HATS-70,b,HATS-70 b,Transit,0,1,1.8882378,0.03632,0.18,86.7,12.9,Mass,1.384,6.64,0,0,0,0,07h16m25.08s,109.1045,-31d14m39.86s,-31.244406,1307,1519.95,12.574,V (Johnson),12.586,7930,1.78,1.88,2/14/19,HATSouth
HATS-71,b,HATS-71 b,Transit,0,1,3.7955202,0.03745,0,88.82,0.37,Mass,1.024,0.42,0,0,0,0,01h02m12.2812s,15.551172,-61d45m21.6599s,-61.756017,140.91,140.79,,,15.351,3405,0.49,0.48,9/24/20,HATSouth
HATS-72,b,HATS-72 b,Transit,0,1,7.3279474,0.066517,0.013,89.56,0.1254,Mass,0.722,0.411,0,0,0,1,22h36m06.3190s,339.026329,-16d59m59.7882s,-16.999941,127.66,128.06,12.469,V (Johnson),12.073,4656.1,0.73,0.72,2/27/20,HATSouth
HATS-8,b,HATS-8 b,Transit,0,1,3.583893,0.04667,0.376,87.8,0.138,Mass,0.873,0.259,0,0,0,0,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829,812.65,14.03,V (Johnson),14.337,5679,1.06,1.09,6/17/15,HATSouth
HATS-9,b,HATS-9 b,Transit,0,1,1.915291,0.0312,,,,,1.236,,0,0,1,0,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317,654.36,650.35,13.276,V (Johnson),13.098,5599,1.1,1.56,10/26/18,HATSouth
HD 100546,b,HD 100546 b,Imaging,1,1,,53,,,,,6.9,,0,0,0,1,11h33m25.44s,173.356003,-70d11m41.2s,-70.194786,110.02,110.02,6.704,V (Johnson),6.655,10500,2.4,,5/14/15,Paranal Observatory
HD 100655,b,HD 100655 b,Radial Velocity,0,1,157.57001,0.68,0.09,,1.61,Msini,,,0,0,0,0,11h35m03.75s,173.76564,+20d26m29.6s,20.441545,137.72,137.72,6.45,V (Johnson),6.173,4891,2.28,10.06,9/6/18,Bohyunsan Optical Astronomical Observatory
HD 100777,b,HD 100777 b,Radial Velocity,0,1,383.70001,1.03,0.36,,1.03,Msini,,,0,0,0,0,11h35m51.52s,173.964676,-04d45m20.5s,-4.755697,49.6,49.6,8.418,V (Johnson),8.239,5533,0.83,1.04,9/6/18,La Silla Observatory
HD 10180,c,HD 10180 c,Radial Velocity,0,6,5.75969,0.06412,0.073,,0.0416,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 10180,d,HD 10180 d,Radial Velocity,0,6,16.357,0.12859,0.131,,0.0378,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 10180,e,HD 10180 e,Radial Velocity,0,6,49.748,0.2699,0.051,,0.0805,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 10180,f,HD 10180 f,Radial Velocity,0,6,122.744,0.4929,0.119,,0.0722,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 10180,g,HD 10180 g,Radial Velocity,0,6,604.67,1.427,0.263,,0.0732,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 10180,h,HD 10180 h,Radial Velocity,0,6,2205,3.381,0.095,,0.2066,Msini,,,0,0,0,0,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39,39,7.321,V (Johnson),7.173,5911,1.06,1.11,6/25/15,La Silla Observatory
HD 101930,b,HD 101930 b,Radial Velocity,0,1,70.46,0.3,0.11,,0.25,Msini,,,0,0,0,0,11h43m30.11s,175.875458,-58d00m24.8s,-58.006886,30.05,30.05,8.21,V (Johnson),7.967,5108,0.57,0.86,9/6/18,La Silla Observatory
HD 102117,b,HD 102117 b,Radial Velocity,0,1,20.8133,0.15,0.12,,0.17,Msini,,,0,0,0,1,11h44m50.46s,176.210251,-58d42m13.4s,-58.703709,39.62,39.62,7.47,V (Johnson),7.282,5655,1.06,1.23,9/6/18,La Silla Observatory
HD 102195,b,HD 102195 b,Radial Velocity,0,1,4.11377,0.05,0,,0.41,Msini,,,0,0,0,0,11h45m42.29s,176.426224,+02d49m17.3s,2.821483,29.36,29.36,8.062,V (Johnson),7.847,5301,0.76,0.82,9/6/18,Kitt Peak National Observatory
HD 102272,b,HD 102272 b,Radial Velocity,0,1,127.58,0.51,0.05,,4.94,Msini,,,0,0,0,0,11h46m23.54s,176.598068,+14d07m26.4s,14.123986,350.01,350.01,8.69,V (Johnson),8.405,4790,1.45,10.3,9/6/18,McDonald Observatory
HD 102329,b,HD 102329 b,Radial Velocity,0,2,778.09998,1.81,0.21,,8.16,Msini,,,0,0,0,0,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,218.42,8.04,V (Johnson),7.582,4745,3.21,9.82,9/6/18,W. M. Keck Observatory
HD 102329,c,HD 102329 c,Radial Velocity,0,2,1123,,0.209,,1.52,Msini,,,0,0,0,0,11h46m46.64s,176.694351,+03d28m27.5s,3.474293,218.42,218.42,8.04,V (Johnson),7.582,4745,3.21,9.82,11/29/18,W. M. Keck Observatory
HD 102365,b,HD 102365 b,Radial Velocity,0,1,122.1,0.46,0.34,,0.05,Msini,,,0,0,0,0,11h46m31.07s,176.629471,-40d30m01.3s,-40.500355,9.29,9.29,4.91,V (Johnson),4.656,5630,0.85,,5/14/14,Anglo-Australian Telescope
HD 102843,b,HD 102843 b,Radial Velocity,0,1,3090.942,4.074,0.11,,0.35837,Msini,,,0,0,0,0,11h50m20.93s,177.587204,-01d15m08.8s,-1.252453,62.87,62.87,9.268,V (Johnson),,5436,0.95,,5/23/19,Las Campanas Observatory
HD 102956,b,HD 102956 b,Radial Velocity,0,1,6.4947,0.0807,0.037,,0.96,Msini,,,0,0,0,0,11h51m22.51s,177.843796,+57d38m26.6s,57.640736,122.32,122.32,7.86,V (Johnson),7.608,4985,1.66,4.55,12/6/18,W. M. Keck Observatory
